Nombre_Jugador,Posición,Equipo,Edad,Minutos_Jugados,Puntos_Totales,Tiros_Campo_Encestados,Tiros_Campo_Intentados,Triples_Encestados,Triples_Intentados,Porcentaje_Triples,Tiros_Libres_Encestados,Tiros_Libres_Intentados,Rebotes_Ofensivos,Rebotes_Defensivos,Rebotes_Totales,Asistencias,Pérdidas,Robos,Bloqueos,Faltas_Personales,Doble_Dobles,Triple_Dobles,Año
Luke Ridnour,PG,MIL,28,21.5,10.4,4.0,8.4,0.8,2.2,,1.5,1.7,0.3,1.5,1.7,4.0,1.3,0.7,0.1,2.2,1,1,2010
Luke Ridnour,PG,MIN,29,30.4,11.8,4.5,9.6,1.1,2.6,,1.7,1.9,0.5,2.3,2.8,5.4,2.2,1.3,0.1,2.1,1,1,2011
Luke Ridnour,SG,MIN,30,33.0,12.1,4.6,10.4,0.9,2.9,,2.0,2.2,0.4,2.3,2.7,4.8,1.8,1.1,0.3,2.6,1,1,2012
Luke Ridnour,SG,MIN,31,30.2,11.5,4.5,9.9,0.8,2.6,,1.7,2.0,0.5,2.0,2.5,3.8,1.6,1.0,0.2,2.3,1,1,2013
Luke Ridnour,PG,TOT,32,55.0,14.7,6.1,15.8,1.7999999999999998,5.3,,0.9,1.2,1.1,3.6,4.7,8.5,3.2,1.5,0.4,4.5,3,3,2014
Luke Ridnour,PG,ORL,33,14.5,4.0,1.6,3.7,0.4,1.3,,0.4,0.4,0.2,1.3,1.4,2.0,0.8,0.4,0.1,1.4,1,1,2015
Luke Schenscher,C,CHI,23,7.5,1.8,0.8,1.3,0.0,0.0,,0.2,0.7,0.4,1.1,1.5,0.4,0.3,0.1,0.2,1.1,1,0,2006
Luke Schenscher,C,POR,24,10.7,1.7,0.6,2.1,0.0,0.0,,0.5,0.6,0.9,1.4,2.3,0.1,0.4,0.2,0.4,2.3,1,0,2007
Luke Walton,PF,LAL,23,10.1,2.4,0.9,2.1,0.2,0.5,,0.4,0.6,0.5,1.2,1.8,1.6,0.6,0.4,0.1,1.0,1,1,2004
Luke Walton,SF,LAL,24,12.6,3.2,1.2,3.0,0.3,1.0,,0.6,0.8,0.9,1.4,2.3,1.5,1.0,0.4,0.2,1.1,1,1,2005
Luke Walton,SF,LAL,25,19.3,5.0,2.0,4.8,0.3,0.8,,0.8,1.1,1.3,2.3,3.6,2.3,1.1,0.6,0.2,1.7,1,1,2006
Luke Walton,SF,LAL,26,33.0,11.4,4.4,9.3,0.8,2.1,,1.8,2.4,1.5,3.6,5.0,4.3,2.0,1.0,0.4,2.0,1,1,2007
Luke Walton,SF,LAL,27,23.4,7.2,2.9,6.5,0.4,1.1,,1.0,1.5,1.1,2.8,3.9,2.9,1.4,0.8,0.2,1.8,1,1,2008
Luke Walton,SF,LAL,28,17.9,5.0,2.1,4.7,0.3,0.9,,0.6,0.9,0.8,1.9,2.8,2.7,1.1,0.5,0.2,1.6,1,1,2009
Luke Walton,SF,LAL,29,9.4,2.4,1.0,2.9,0.2,0.6,,0.1,0.1,0.4,0.9,1.3,1.4,0.4,0.3,0.0,0.7,1,1,2010
Luke Walton,SF,LAL,30,9.0,1.7,0.7,2.1,0.1,0.6,,0.1,0.2,0.2,1.1,1.2,1.1,0.6,0.2,0.1,0.7,1,1,2011
Luke Walton,PF-SF,TOT,31,33.5,5.1,2.4,6.2,0.5,1.9,,0.0,0.0,1.4,3.4,4.9,3.2,2.3,0.5,0.0,3.9,3,2,2012
Luke Walton,PF,CLE,32,17.1,3.4,1.4,3.6,0.4,1.3,,0.2,0.4,0.8,2.1,2.9,3.3,1.2,0.8,0.3,2.0,1,1,2013
Luke Zeller,C,PHO,25,3.6,1.2,0.6,1.6,0.1,0.3,,0.0,0.0,0.1,0.6,0.6,0.2,0.0,0.0,0.0,0.3,0,0,2013
Luol Deng,SF,CHI,19,27.3,11.7,4.6,10.6,0.5,1.9,,2.0,2.7,1.5,3.8,5.3,2.2,1.9,0.8,0.4,1.6,1,1,2005
Luol Deng,SF,CHI,20,33.4,14.3,5.7,12.2,0.3,1.0,,2.7,3.5,1.6,5.0,6.6,1.9,1.3,0.9,0.6,1.6,1,1,2006
Luol Deng,SF,CHI,21,37.5,18.8,7.7,14.9,0.0,0.1,,3.4,4.4,1.8,5.3,7.1,2.5,1.9,1.2,0.6,2.0,1,1,2007
Luol Deng,SF,CHI,22,33.8,17.0,6.8,14.2,0.1,0.3,,3.2,4.2,2.2,4.1,6.3,2.5,1.9,0.9,0.5,1.9,1,1,2008
Luol Deng,SF,CHI,23,34.0,14.1,5.4,12.1,0.2,0.4,,3.1,3.9,1.6,4.4,6.0,1.9,1.5,1.2,0.5,1.7,1,1,2009
Luol Deng,SF,CHI,24,37.9,17.6,6.8,14.5,0.5,1.2,,3.6,4.7,1.9,5.4,7.3,2.0,1.9,0.9,0.9,1.8,1,1,2010
Luol Deng,SF,CHI,25,39.1,17.4,6.5,14.1,1.4,4.1,,3.1,4.1,1.4,4.4,5.8,2.8,1.9,1.0,0.6,2.0,1,1,2011
Luol Deng,SF,CHI,26,39.4,15.3,5.8,14.0,1.5,4.0,,2.4,3.1,1.4,5.1,6.5,2.9,1.8,1.0,0.7,1.5,1,1,2012
Luol Deng,SF,CHI,27,38.7,16.5,6.2,14.6,1.0,3.1,,3.1,3.8,2.2,4.2,6.3,3.0,1.9,1.1,0.4,1.4,1,1,2013
Luol Deng,SF,TOT,28,106.3,49.3,18.2,41.8,2.6,8.9,,10.6,13.3,4.8,12.9,17.7,9.1,5.8,3.0,0.4,5.6,3,3,2014
Luol Deng,SF,MIA,29,33.6,14.0,5.1,10.9,1.1,3.1,,2.7,3.5,1.4,3.8,5.2,1.9,1.5,0.9,0.3,1.5,1,1,2015
Luol Deng,PF,MIA,30,32.4,12.3,4.6,10.1,1.2,3.5,,2.0,2.6,1.5,4.5,6.0,1.9,1.1,1.0,0.4,1.6,1,1,2016
Luol Deng,SF,LAL,31,26.5,7.6,2.9,7.6,0.9,2.9,,0.8,1.1,1.1,4.1,5.3,1.3,0.8,0.9,0.4,1.1,1,1,2017
Luol Deng,SF,LAL,32,13.0,2.0,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,2018
Luol Deng,SF,MIN,33,17.8,7.1,2.7,5.4,0.6,2.0,,1.1,1.6,0.9,2.4,3.3,0.8,0.6,0.7,0.4,1.1,1,1,2019
Luther Head,SG,HOU,23,28.9,8.8,3.2,7.9,1.4,3.9,,1.1,1.5,0.4,2.9,3.3,2.7,1.5,1.1,0.1,2.1,1,1,2006
Luther Head,SG,HOU,24,27.6,10.9,3.8,8.8,2.2,5.0,,1.0,1.3,0.4,2.8,3.2,2.4,1.7,1.0,0.1,1.7,1,1,2007
Luther Head,SG,HOU,25,18.9,7.6,2.8,6.5,1.1,3.1,,0.9,1.1,0.2,1.6,1.8,1.9,1.0,0.6,0.1,1.0,1,1,2008
Luther Head,PG-SG,TOT,26,47.8,13.8,5.1,13.4,1.7999999999999998,5.0,,1.7,2.3,0.6,4.7,5.3,5.7,2.4,1.9,0.2,4.1,3,3,2009
Luther Head,SG,IND,27,17.3,7.6,2.9,6.6,0.8,2.2,,1.0,1.2,0.1,1.6,1.7,1.5,1.1,0.4,0.2,1.1,1,1,2010
Luther Head,PG,SAC,28,16.3,5.6,1.9,4.6,0.7,1.8,,1.1,1.4,0.4,1.2,1.7,1.9,0.9,0.3,0.3,1.2,1,1,2011
Luther Wright,C,UTA,22,6.1,1.3,0.5,1.5,0.0,0.1,,0.2,0.3,0.4,0.3,0.7,0.0,0.4,0.1,0.1,1.4,1,0,1994
Lynn Greer,SG,MIL,27,10.5,4.1,1.5,3.4,0.4,1.3,,0.7,0.8,0.0,0.6,0.7,1.3,0.4,0.4,0.0,0.8,1,1,2007
Maalik Wayns,PG,TOT,21,21.6,8.8,3.1,9.4,0.8,3.3,,1.9,2.1,0.0,0.7,0.8,3.2,1.5,0.8,0.0,3.2,2,0,2013
Maalik Wayns,PG,LAC,22,4.5,1.0,0.5,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0,0,2014
Maceo Baston,PF,TOR,27,6.6,2.5,0.9,1.6,0.0,0.0,,0.6,0.8,0.3,1.2,1.4,0.0,0.4,0.3,0.7,1.0,1,1,2003
Maceo Baston,PF,IND,31,8.6,2.9,1.0,1.6,0.1,0.1,,0.8,1.0,0.4,1.1,1.6,0.3,0.7,0.3,0.4,1.4,1,1,2007
Maceo Baston,PF,TOR,32,6.9,2.7,1.1,1.7,0.0,0.0,,0.5,0.7,0.6,1.1,1.7,0.2,0.3,0.1,0.3,1.3,1,0,2008
Maceo Baston,PF,IND,33,8.0,2.5,0.9,1.7,0.0,0.0,,0.6,1.0,0.8,1.1,1.9,0.3,0.4,0.2,0.4,1.4,1,1,2009
Maciej Lampe,C,PHO,18,10.7,4.6,2.0,4.2,0.0,0.2,,0.5,0.6,0.4,1.7,2.1,0.4,0.7,0.1,0.1,1.3,1,0,2004
Maciej Lampe,C,TOT,19,30.1,9.3,3.9,10.7,0.2,0.3,,1.2,1.9,1.9,5.2,7.1,0.9,1.4,0.4,0.5,4.2,3,2,2005
Maciej Lampe,C,TOT,20,15.7,1.7,0.8,5.6,0.0,0.0,,0.0,0.8,2.0,2.8,4.8,1.3,1.5,0.0,0.0,1.3,0,0,2006
Magic Johnson*,PG,LAL,31,37.1,19.4,5.9,12.4,1.0,3.2,,6.6,7.3,1.3,5.6,7.0,12.5,4.0,1.3,0.2,1.9,1,1,1991
Magic Johnson*,PF,LAL,36,29.9,14.6,4.3,9.2,0.7,1.8,,5.4,6.3,1.3,4.5,5.7,6.9,3.2,0.8,0.4,1.5,1,1,1996
Mahmoud Abdul-Rauf,PG,DEN,21,22.5,14.1,6.2,15.1,0.4,1.5,,1.3,1.5,0.5,1.3,1.8,3.1,1.6,0.8,0.1,2.2,1,1,1991
Mahmoud Abdul-Rauf,PG,DEN,22,19.0,10.3,4.4,10.4,0.4,1.2,,1.2,1.3,0.3,1.1,1.4,2.4,1.4,0.5,0.0,1.6,1,1,1992
Mahmoud Abdul-Rauf,PG,DEN,23,33.5,19.2,7.8,17.4,0.9,2.4,,2.7,2.9,0.6,2.1,2.8,4.2,2.3,1.0,0.1,2.2,1,1,1993
Mahmoud Abdul-Rauf,PG,DEN,24,32.7,18.0,7.4,16.0,0.5,1.7,,2.7,2.9,0.3,1.8,2.1,4.5,1.9,1.0,0.1,1.9,1,1,1994
Mahmoud Abdul-Rauf,PG,DEN,25,28.5,16.0,6.5,13.8,1.1,2.9,,1.9,2.1,0.4,1.4,1.9,3.6,1.6,1.1,0.1,1.7,1,1,1995
Mahmoud Abdul-Rauf,PG,DEN,26,35.6,19.2,7.3,16.8,2.1,5.4,,2.6,2.8,0.5,2.0,2.4,6.8,2.0,1.1,0.1,2.1,1,1,1996
Mahmoud Abdul-Rauf,PG,SAC,27,28.4,13.7,5.5,12.3,1.3,3.3,,1.5,1.8,0.2,1.4,1.6,2.5,1.6,0.7,0.1,2.3,1,1,1997
Mahmoud Abdul-Rauf,PG,SAC,28,17.1,7.3,3.3,8.8,0.2,1.0,,0.5,0.5,0.2,1.0,1.2,1.9,0.6,0.5,0.0,1.0,1,1,1998
Mahmoud Abdul-Rauf,PG,VAN,31,11.9,6.5,2.9,6.0,0.1,0.3,,0.5,0.7,0.1,0.5,0.6,1.9,0.6,0.2,0.0,1.2,1,1,2001
Makhtar N'Diaye,PF,VAN,25,6.8,1.3,0.3,1.0,0.0,0.0,,0.8,1.0,0.8,0.5,1.3,0.3,0.3,0.0,0.3,2.3,0,0,1999
Malachi Flynn,PG,TOR,22,19.7,7.5,2.7,7.2,1.1,3.6,,1.0,1.2,0.2,2.3,2.5,2.9,0.9,0.8,0.1,1.4,1,1,2021
Malachi Richardson,SG,SAC,21,9.0,3.6,1.3,3.1,0.4,1.3,,0.7,0.9,0.1,0.9,1.0,0.5,0.4,0.2,0.0,1.0,1,1,2017
Malachi Richardson,SG,TOT,22,30.3,8.9,3.4,9.0,1.0,4.1,,1.4,1.7000000000000002,0.4,3.2,3.6,1.0,0.8,0.8,0.0,2.1,2,2,2018
Malachi Richardson,SG,TOR,23,4.7,1.4,0.4,1.3,0.4,1.1,,0.2,0.2,0.1,0.5,0.6,0.0,0.4,0.0,0.0,0.6,1,0,2019
Malcolm Brogdon,SG,MIL,24,26.4,10.2,3.9,8.5,1.0,2.6,,1.5,1.7,0.6,2.2,2.8,4.2,1.5,1.1,0.2,1.9,1,1,2017
Malcolm Brogdon,PG,MIL,25,29.9,13.0,5.1,10.5,1.3,3.4,,1.6,1.8,0.5,2.8,3.3,3.2,1.4,0.9,0.3,2.7,1,1,2018
Malcolm Brogdon,SG,MIL,26,28.6,15.6,5.9,11.7,1.6,3.8,,2.2,2.4,1.0,3.5,4.5,3.2,1.4,0.7,0.2,1.6,1,1,2019
Malcolm Brogdon,PG,IND,27,30.9,16.5,6.0,13.8,1.4,4.3,,3.1,3.4,0.9,4.0,4.9,7.1,2.4,0.6,0.2,1.8,1,1,2020
Malcolm Brogdon,PG,IND,28,34.5,21.2,7.9,17.5,2.6,6.7,,2.7,3.2,1.0,4.2,5.3,5.9,2.1,0.9,0.3,2.0,1,1,2021
Malcolm Delaney,PG,ATL,27,17.1,5.4,2.0,5.3,0.4,1.5,,1.0,1.3,0.1,1.5,1.7,2.6,1.3,0.5,0.0,1.5,1,1,2017
Malcolm Delaney,PG,ATL,28,18.8,6.3,2.0,5.3,0.9,2.3,,1.4,1.7,0.2,1.7,1.9,3.0,1.2,0.6,0.1,1.5,1,1,2018
Malcolm Lee,SG,MIN,21,12.8,3.3,1.2,3.1,0.1,0.5,,0.7,0.9,0.5,0.9,1.4,1.6,0.9,0.4,0.2,1.2,1,1,2012
Malcolm Lee,SG,MIN,22,18.1,4.9,1.8,4.8,0.5,1.5,,0.8,1.3,0.9,1.5,2.4,1.3,0.6,0.8,0.4,1.9,1,1,2013
Malcolm Lee,SG,PHI,24,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2015
Malcolm Mackey,C,PHO,23,3.1,1.5,0.6,1.7,0.0,0.1,,0.2,0.4,0.5,0.5,1.1,0.0,0.1,0.0,0.1,0.4,1,0,1994
Malcolm Miller,SF,TOR,24,8.4,2.5,0.9,1.9,0.5,1.4,,0.3,0.3,0.3,0.7,1.0,0.2,0.3,0.1,0.1,0.7,1,0,2018
Malcolm Miller,SF,TOR,25,6.7,3.5,1.1,2.6,1.0,2.1,,0.3,0.4,0.1,0.4,0.5,0.1,0.1,0.1,0.1,0.5,0,0,2019
Malcolm Miller,SF,TOR,26,5.8,1.3,0.4,1.0,0.3,0.8,,0.1,0.3,0.1,0.5,0.6,0.4,0.1,0.2,0.1,0.6,1,1,2020
Malcolm Thomas,PF,SAS,23,5.0,0.3,0.0,1.0,0.0,0.0,,0.3,0.7,0.3,0.7,1.0,0.3,0.0,0.3,0.3,0.0,0,0,2012
Malcolm Thomas,PF,TOT,24,14.1,3.6,1.1,2.3,0.0,0.0,,1.3,2.1,1.1,2.8,3.9,1.0,0.8,0.5,0.5,1.9,2,0,2013
Malcolm Thomas,PF,TOT,25,29.8,5.8,2.8,7.7,0.2,1.1,,0.0,2.3,2.2,11.1,13.3,0.6,3.2,0.0,2.5,1.2999999999999998,2,0,2014
Malcolm Thomas,PF,PHI,26,11.4,2.6,1.1,2.4,0.0,0.4,,0.5,0.8,0.9,2.4,3.3,0.4,0.8,0.2,0.1,1.0,1,0,2015
Malik Allen,PF,MIA,23,13.4,4.3,1.8,4.3,0.0,0.1,,0.7,0.8,1.3,1.9,3.2,0.4,0.2,0.3,0.7,1.3,1,0,2002
Malik Allen,PF,MIA,24,29.0,9.6,4.2,9.9,0.0,0.1,,1.2,1.5,1.7,3.6,5.3,0.7,1.6,0.5,1.0,2.9,1,1,2003
Malik Allen,PF,MIA,25,13.7,4.2,1.8,4.4,0.0,0.0,,0.6,0.7,0.9,1.7,2.6,0.4,0.6,0.3,0.6,1.8,1,1,2004
Malik Allen,PF,TOT,26,44.4,16.3,7.0,14.9,0.0,0.0,,2.2,2.4,3.5,5.0,8.6,1.6,1.6,0.8,1.9,4.7,3,3,2005
Malik Allen,PF,CHI,27,13.0,4.9,2.2,4.6,0.0,0.0,,0.4,0.7,0.8,1.8,2.6,0.4,0.6,0.3,0.3,1.7,1,1,2006
Malik Allen,PF,CHI,28,10.6,4.0,1.8,4.3,0.0,0.0,,0.5,0.6,0.7,1.3,2.0,0.3,0.4,0.3,0.3,1.4,1,1,2007
Malik Allen,PF,TOT,29,44.2,13.1,6.1000000000000005,12.5,0.0,0.0,,1.0,1.1,2.8,5.4,8.100000000000001,1.7999999999999998,1.7999999999999998,0.8,1.2000000000000002,6.3,3,3,2008
Malik Allen,PF,MIL,30,11.8,3.2,1.5,3.5,0.0,0.0,,0.2,0.4,0.7,1.4,2.1,0.7,0.4,0.1,0.2,1.8,1,1,2009
Malik Allen,PF,DEN,31,8.9,2.1,0.9,2.3,0.0,0.1,,0.2,0.3,0.7,0.9,1.6,0.3,0.4,0.2,0.1,1.3,1,1,2010
Malik Allen,PF,ORL,32,9.9,1.3,0.6,1.7,0.0,0.0,,0.1,0.1,0.7,1.1,1.8,0.2,0.2,0.1,0.2,1.7,1,0,2011
Malik Beasley,SG,DEN,20,7.5,3.8,1.5,3.3,0.4,1.3,,0.4,0.5,0.2,0.5,0.8,0.5,0.4,0.3,0.0,0.5,1,1,2017
Malik Beasley,SG,DEN,21,9.4,3.2,1.2,2.9,0.5,1.3,,0.4,0.5,0.2,0.9,1.1,0.5,0.4,0.2,0.1,0.6,1,1,2018
Malik Beasley,SG,DEN,22,23.2,11.3,4.3,9.1,2.0,5.0,,0.7,0.8,0.4,2.0,2.5,1.2,0.7,0.7,0.1,1.4,1,1,2019
Malik Beasley,SG,TOT,23,73.3,39.8,14.9,33.6,6.8,17.1,,3.3,4.1,1.1,8.5,9.7,4.5,3.4,2.1,0.3,4.5,3,3,2020
Malik Beasley,SG,MIN,24,32.8,19.6,7.1,16.2,3.5,8.7,,1.8,2.2,0.8,3.6,4.4,2.4,1.6,0.8,0.2,1.7,1,1,2021
Malik Fitts,PF,LAC,23,3.7,1.0,0.3,1.0,0.3,0.7,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,2021
Malik Hairston,SG,SAS,21,10.3,3.3,1.6,3.3,0.0,0.1,,0.1,0.5,0.7,1.1,1.9,0.9,0.8,0.4,0.5,1.3,1,1,2009
Malik Hairston,SG,SAS,22,6.7,2.1,0.9,1.6,0.0,0.2,,0.4,0.6,0.3,0.8,1.0,0.3,0.2,0.1,0.2,0.6,1,1,2010
Malik Monk,SG,CHO,19,13.6,6.7,2.4,6.7,1.3,3.9,,0.5,0.6,0.1,0.9,1.0,1.4,0.8,0.3,0.1,1.0,1,1,2018
Malik Monk,SG,CHO,20,17.2,8.9,3.1,8.0,1.5,4.5,,1.2,1.4,0.2,1.7,1.9,1.6,1.2,0.5,0.3,1.5,1,1,2019
Malik Monk,SG,CHO,21,21.3,10.3,3.9,8.9,1.1,3.7,,1.5,1.8,0.5,2.4,2.9,2.1,1.4,0.5,0.3,1.3,1,1,2020
Malik Monk,SG,CHO,22,20.9,11.7,4.1,9.5,2.0,5.0,,1.4,1.7,0.3,2.1,2.4,2.1,1.3,0.5,0.1,1.1,1,1,2021
Malik Newman,SG,CLE,22,4.0,2.0,0.0,2.0,0.0,1.0,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2020
Malik Rose,PF,CHH,22,9.7,3.0,1.1,2.4,0.0,0.0,,0.7,1.1,1.3,1.7,3.0,0.6,0.8,0.5,0.3,2.1,1,1,1997
Malik Rose,PF,SAS,23,8.1,3.0,1.1,2.6,0.0,0.1,,0.7,1.2,0.8,0.9,1.7,0.4,0.8,0.4,0.1,1.5,1,1,1998
Malik Rose,PF,SAS,24,12.9,6.0,2.0,4.3,0.0,0.0,,2.1,3.1,1.9,2.0,3.9,0.6,1.2,0.9,0.5,2.6,1,1,1999
Malik Rose,PF,SAS,25,18.1,6.7,2.4,5.2,0.0,0.0,,1.9,2.7,1.8,2.7,4.5,0.6,1.3,0.5,0.7,3.1,1,1,2000
Malik Rose,PF,SAS,26,21.4,7.7,2.8,6.5,0.1,0.3,,2.0,2.8,1.7,3.7,5.4,0.8,1.3,1.0,0.7,2.6,1,1,2001
Malik Rose,PF,SAS,27,21.0,9.4,3.6,7.7,0.0,0.1,,2.3,3.1,2.1,3.9,6.0,0.7,1.7,0.9,0.5,2.5,1,1,2002
Malik Rose,PF,SAS,28,24.5,10.4,3.7,8.0,0.0,0.1,,3.1,3.9,1.9,4.5,6.4,1.6,2.2,0.7,0.5,2.6,1,1,2003
Malik Rose,PF,SAS,29,18.7,7.9,2.6,6.0,0.0,0.0,,2.7,3.4,1.6,3.1,4.8,1.0,1.7,0.5,0.4,2.4,1,1,2004
Malik Rose,PF,TOT,30,60.2,21.6,7.9,17.8,0.0,0.4,,5.8,7.699999999999999,4.9,8.5,13.4,2.3,4.2,1.7999999999999998,0.7,8.4,3,3,2005
Malik Rose,PF,NYK,31,15.5,4.4,1.5,3.9,0.0,0.0,,1.5,1.9,1.2,2.4,3.6,0.9,1.1,0.6,0.2,2.0,1,1,2006
Malik Rose,PF,NYK,32,12.5,3.0,1.1,2.9,0.0,0.1,,0.6,0.8,0.7,2.0,2.7,1.0,1.0,0.4,0.1,1.8,1,1,2007
Malik Rose,PF,NYK,33,10.1,3.5,1.3,3.7,0.0,0.1,,0.8,1.0,0.6,1.5,2.1,0.6,0.8,0.3,0.1,1.6,1,1,2008
Malik Rose,PF,TOT,34,36.8,10.1,3.5,10.2,0.0,0.6000000000000001,,3.1,3.9,1.3,6.2,7.5,2.8,2.8,0.9,0.3,5.6,3,3,2009
Malik Sealy,SF,IND,22,11.6,5.7,2.3,5.5,0.1,0.5,,0.9,1.3,1.0,0.9,1.9,0.8,1.0,0.6,0.1,1.3,1,1,1993
Malik Sealy,SF,IND,23,14.5,6.6,2.6,6.4,0.1,0.4,,1.4,2.0,1.0,1.7,2.7,1.1,1.2,0.7,0.2,2.0,1,1,1994
Malik Sealy,SG,LAC,24,26.7,13.0,4.9,11.2,0.4,1.2,,2.9,3.7,1.3,2.3,3.6,1.8,1.4,1.2,0.4,2.9,1,1,1995
Malik Sealy,SF,LAC,25,25.8,11.5,4.4,10.6,0.3,1.6,,2.4,3.0,1.2,2.6,3.9,1.9,1.8,1.4,0.5,2.4,1,1,1996
Malik Sealy,SG,LAC,26,30.7,13.5,4.7,11.8,1.0,2.8,,3.2,3.6,0.7,2.2,3.0,2.1,1.9,1.6,0.6,2.3,1,1,1997
Malik Sealy,SF,DET,27,21.3,7.7,2.8,6.6,0.1,0.5,,1.9,2.4,0.6,2.2,2.8,1.3,1.0,0.8,0.3,2.0,1,1,1998
Malik Sealy,SF,MIN,28,23.6,8.1,3.1,7.5,0.2,0.7,,1.8,2.0,0.7,2.2,3.0,1.2,1.1,1.0,0.2,2.2,1,1,1999
Malik Sealy,SF,MIN,29,29.2,11.3,4.5,9.5,0.1,0.4,,2.2,2.7,1.5,2.8,4.3,2.4,1.3,0.9,0.2,2.4,1,1,2000
Mamadi Diakite,PF,MIL,24,10.1,3.1,1.1,2.9,0.1,0.6,,0.8,1.0,0.6,1.9,2.4,0.6,0.2,0.5,0.4,1.1,1,0,2021
Mamadou N'Diaye,C,TOR,25,3.3,1.3,0.3,1.3,0.0,0.0,,0.7,0.7,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.0,0,0,2001
Mamadou N'Diaye,C,TOR,26,9.2,4.0,1.2,2.0,0.0,0.0,,1.6,2.0,1.2,1.0,2.2,0.0,0.2,0.0,0.4,1.2,1,0,2002
Mamadou N'Diaye,C,TOR,27,16.5,5.5,2.0,4.4,0.0,0.0,,1.5,2.1,1.3,2.4,3.7,0.3,1.0,0.4,1.5,2.6,1,1,2003
Mamadou N'Diaye,C,TOT,28,29.8,7.4,2.1,5.5,0.0,0.0,,3.4000000000000004,4.5,3.2,5.5,8.7,0.0,1.6,0.6,2.2,4.699999999999999,2,2,2004
Mamadou N'Diaye,C,LAC,29,6.5,1.8,0.7,1.8,0.0,0.1,,0.4,0.6,0.8,0.8,1.6,0.1,0.0,0.1,0.5,1.8,1,0,2005
Mangok Mathiang,C,CHO,25,5.0,2.0,1.0,1.8,0.0,0.0,,0.0,0.3,0.8,1.8,2.5,0.0,0.0,0.3,0.0,1.3,0,0,2018
Manny Harris,SG,CLE,21,17.3,5.9,2.0,5.4,0.6,1.7,,1.3,1.7,0.7,1.9,2.6,1.6,1.2,0.6,0.1,1.2,1,1,2011
Manny Harris,SG,CLE,22,17.5,6.7,2.3,5.8,0.5,1.4,,1.6,2.3,0.4,2.3,2.7,1.2,1.0,0.5,0.2,1.1,1,1,2012
Manny Harris,SG,LAL,24,20.0,8.1,3.1,7.8,0.8,2.2,,1.1,1.3,0.8,3.0,3.8,1.2,1.0,0.4,0.1,1.1,1,1,2014
Manny Harris,SG,DAL,27,6.3,2.0,0.8,3.8,0.0,0.5,,0.5,1.0,0.8,1.5,2.3,0.5,0.5,0.0,0.0,0.3,0,0,2017
Manu Ginóbili,SG,SAS,25,20.7,7.6,2.5,5.8,0.7,2.1,,1.8,2.5,0.7,1.7,2.3,2.0,1.4,1.4,0.2,2.5,1,1,2003
Manu Ginóbili,SG,SAS,26,29.4,12.8,4.3,10.2,1.1,3.2,,3.1,3.9,1.1,3.4,4.5,3.8,2.1,1.8,0.2,2.4,1,1,2004
Manu Ginóbili,SG,SAS,27,29.6,16.0,5.0,10.5,1.3,3.5,,4.8,6.0,1.0,3.4,4.4,3.9,2.3,1.6,0.4,2.6,1,1,2005
Manu Ginóbili,SG,SAS,28,27.9,15.1,4.8,10.3,1.3,3.3,,4.3,5.5,0.6,2.9,3.5,3.6,1.9,1.6,0.4,2.4,1,1,2006
Manu Ginóbili,SG,SAS,29,27.5,16.5,5.3,11.4,1.7,4.3,,4.3,5.0,0.8,3.6,4.4,3.5,2.1,1.5,0.4,2.1,1,1,2007
Manu Ginóbili,SG,SAS,30,31.1,19.5,6.1,13.3,2.1,5.3,,5.1,6.0,0.9,3.9,4.8,4.5,2.7,1.5,0.4,2.3,1,1,2008
Manu Ginóbili,SG,SAS,31,26.8,15.5,5.1,11.2,1.6,4.8,,3.8,4.3,0.5,4.0,4.5,3.6,2.0,1.5,0.4,2.0,1,1,2009
Manu Ginóbili,SG,SAS,32,28.7,16.5,5.3,12.0,1.8,4.7,,4.1,4.7,0.9,2.9,3.8,4.9,2.1,1.4,0.3,2.1,1,1,2010
Manu Ginóbili,SG,SAS,33,30.3,17.4,5.5,12.7,1.9,5.5,,4.5,5.1,0.5,3.2,3.7,4.9,2.2,1.5,0.4,2.0,1,1,2011
Manu Ginóbili,SG,SAS,34,23.3,12.9,4.4,8.4,1.5,3.7,,2.6,3.0,0.5,2.9,3.4,4.4,1.9,0.7,0.4,1.6,1,1,2012
Manu Ginóbili,SG,SAS,35,23.2,11.8,3.8,9.0,1.4,3.9,,2.7,3.4,0.5,2.9,3.4,4.6,2.2,1.3,0.2,1.9,1,1,2013
Manu Ginóbili,SG,SAS,36,22.8,12.3,4.3,9.2,1.3,3.8,,2.4,2.8,0.4,2.5,3.0,4.3,2.0,1.0,0.3,1.9,1,1,2014
Manu Ginóbili,SG,SAS,37,22.7,10.5,3.6,8.4,1.3,3.7,,2.1,2.9,0.4,2.6,3.0,4.2,2.2,1.0,0.3,2.0,1,1,2015
